movieId,url,path,status
938,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWIzNzlkMWUtY2VhYy00NWMwLTg3MWUtZWY4ODZjMjBiMmM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/938.jpg,ok
940,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/940.jpg,ok
1025,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMTE5NjkwN15BMl5BanBnXkFtZTYwODMwNzQ5._V1_UY268_CR4,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1025.jpg,ok
1051,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDM0NTQ2NTYwNl5BMl5BanBnXkFtZTcwMDc1NTk3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1051.jpg,ok
1090,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmJlOTE1ZTgtODdmNC00NmZhLThlZDYtNTllMmIyOTIwN2EwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",,http404
1091,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDgwN2QxODItOTcwZS00ZDA1LThjYzUtZTI5NWI3YWY4ZjM4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg",,http404
1121,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzMTcxNjA0M15BMl5BanBnXkFtZTcwMDE3MTYxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",,http404
1163,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzOTMxNTc3NV5BMl5BanBnXkFtZTcwOTE5MjcxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1163.jpg,ok
1194,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDAzMDQzODcxOF5BMl5BanBnXkFtZTcwMDE2Nzk0MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1194.jpg,ok
1225,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NDkwMTk5N15BMl5BanBnXkFtZTYwODg3MDk2._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1225.jpg,ok
1246,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1246.jpg,ok
1247,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1247.jpg,ok
1251,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MTA0NjEzMF5BMl5BanBnXkFtZTgwMDg4NDYxMzE@._V1_UY268_CR5,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1251.jpg,ok
1262,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2MTQwNDI3Nl5BMl5BanBnXkFtZTcwNDk4MTkzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1262.jpg,ok
1332,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNjAzNTMyNF5BMl5BanBnXkFtZTcwMTIyNDcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1332.jpg,ok
1390,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTNmYTdmOTAtMjYzMS00YjAzLTg1ZTUtNDk3ZWVjYWEwNjFjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1390.jpg,ok
1445,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MzEzODMxM15BMl5BanBnXkFtZTcwNjg4ODAwMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1445.jpg,ok
1600,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0ODE1MjU2M15BMl5BanBnXkFtZTcwNTk5NTIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1600.jpg,ok
1629,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MDE4MDQ1N15BMl5BanBnXkFtZTcwMDA4NDgyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1629.jpg,ok
1635,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTI2MzgxNjIwOF5BMl5BanBnXkFtZTcwOTcxMzU1MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",,http404
1672,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjdlMjI2ZjgtN2ViOS00ZmI0LWE0ZTMtZjg1ZjczYWYzOGZjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",,http404
1675,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNTQ3MjA1OV5BMl5BanBnXkFtZTcwODUwNTMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",,http404
1677,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MjUyMzA5OF5BMl5BanBnXkFtZTcwNTk5OTcxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1677.jpg,ok
1721,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1721.jpg,ok
1733,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjVlYjYzNzktYjA4Ny00ZTk2LTlmNTUtYTI5OTZkOTE2YzU4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UY268_CR1,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1733.jpg,ok
1746,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTMzY2YzYTEtNWNmMi00Yzk4LTkwZWItYmM0MDY4ZTkzYzhjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR3,0,182,268_AL_.jpg",,http404
1752,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWVlYTJjNjEtNzY2Yy00YzA0LWEwMjMtOGFjNjIwYTk1ZDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",,http404
1805,"https://images-na.ssl-images-amazon.com/images/M/MV5BODMyYTlkNWYtODAzMC00ZjFiLWE3YjctMGUyMzM1MDk3ZDFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1805.jpg,ok
1834,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMzAwMDU1M15BMl5BanBnXkFtZTcwMDI1MTcyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1834.jpg,ok
1909,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDhkYTM1MmEtNTFhMC00NDEyLWI1MGQtMTkzMTcwMmM3ZTkzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1909.jpg,ok
1946,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NDI3NDU0MV5BMl5BanBnXkFtZTgwNTk0MDgyMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/1946.jpg,ok
2011,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTMxMGM5MjItNDJhNy00MWI2LWJlZWMtOWFhMjI5ZTQwMWM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2011.jpg,ok
2069,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmJmNmE0ZGYtOTg2Ny00MmJjLWE1ZDItNGVlYzgxMjlhMmZhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",,http404
2236,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MDg2OTM0Ml5BMl5BanBnXkFtZTgwNDczMzk5MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2236.jpg,ok
2257,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMzgwMjQwOV5BMl5BanBnXkFtZTcwMTYzODUyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",,http404
2259,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmJiNzc5MTQtYWM3OC00NzhmLTg5OGEtZmU2MzFlNjAwNTA3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2259.jpg,ok
2271,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNDk5NTI2NV5BMl5BanBnXkFtZTcwMzk1NzMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2271.jpg,ok
2331,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNjUzMzk3Ml5BMl5BanBnXkFtZTcwNDk5MDEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2331.jpg,ok
2339,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNjkwNDkwOF5BMl5BanBnXkFtZTcwMjM5NTUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2339.jpg,ok
2400,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyOTgyNjk3N15BMl5BanBnXkFtZTcwMTMwOTc2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2400.jpg,ok
2490,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNTcxNzU0Ml5BMl5BanBnXkFtZTgwNjIwODQxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2490.jpg,ok
2492,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MTIyMzI1Ml5BMl5BanBnXkFtZTYwNzg1Mzk5._V1_UY268_CR1,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2492.jpg,ok
2515,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGIxYmUyZmUtMDRiOC00ZjdkLThjZmMtOGZmMjYxNTlkMGU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2515.jpg,ok
2517,"https://images-na.ssl-images-amazon.com/images/M/MV5BZThhNDQxNzAtOTYzZC00MzZkLWI2YjItOTE2ZjliZDY3NTFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2517.jpg,ok
2535,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzY4NzZjYmItOTNiZi00YTAzLWI3ZTYtZWVmMmMxOWVjY2FmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",,http404
2555,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxODAxNzE4NV5BMl5BanBnXkFtZTcwNDMyODYxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2555.jpg,ok
2640,"https://images-na.ssl-images-amazon.com/images/M/MV5BOWU0ZGE4YjMtNmY5Yy00M2RhLWE0ZGQtZjViMTBhZTE5MWM4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",,http404
2695,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NzU2NTg0NV5BMl5BanBnXkFtZTcwNjIwMDIyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2695.jpg,ok
2700,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGE0ZWI0YzAtY2NkZi00YjkyLWIzYWEtNTJmMzJjODllNjdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2700.jpg,ok
2702,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjdjMDQ4ZjctYmQzNS00NjYwLWFhNTQtMGM0YmJjMmE5YmE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2702.jpg,ok
2708,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTdkYWVkYTMtYzIwNS00ZDA2LThlNWMtN2YwY2ZlZTk5YTZkL2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_UY268_CR0,0,182,268_AL_.jpg",,http404
2720,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2RhYTQ5YmYtZTNkMS00M2YwLTliMjctNzg0OGYwMDQ5NDg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2720.jpg,ok
2745,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ3MDczZmUtZmFlMy00YzFlLTlmNmMtYTE2NTZiNTJjM2UzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2745.jpg,ok
2798,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNTk0NTk0MV5BMl5BanBnXkFtZTgwMjgwNTg4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2798.jpg,ok
2806,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWM5NjE5ZjEtMTZjMC00NWRjLWE1NDctMzM1MjJhZjUwZjQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2806.jpg,ok
2826,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDZhZDk0ZTktZmNhMC00YTU1LWEwY2YtZmIyMWM5MTNlNDEwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2826.jpg,ok
2861,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDgzY2NkMTgtODQwZC00MWEzLWFlZjQtZTcxOTc3NzU1MDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",/Users/juandie/Documents/2025-02-UTEC/ACD/ML/projects/Proyecto 2/archive (2)/SampleMoviePosters/2861.jpg,ok
